,Campus,Term,Course Code,Course Title,Course Description,Activity Type,Section,Credits,Days,Time,Building,Room,Instructor,Credit,GenEd Requirements,Registration Code,enrollCount,enrollMaximum,myPlanLink,index,mean,median,sd,fourpointo_per,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,Start,End,prefix,Matched_Name,Name,Rating,Difficulty,Link,Department,Instructor Name,amount_learned_median,grading_techniques_median,instructors_contribution_median,instructors_effectiveness_median,instuctors_interest_median,the_course_as_a_whole_median,the_course_content_median,Clean_Course_Code,UUID
1983,Seattle,Spring 2025,CSE    451,Introduction to Operating Systems,"Principles of operating systems. Process management, memory management, auxiliary storage management, resource allocation.",quiz,AC,4,Th,2:30 PM - 3:20 PM,MGH,254,None,4,,12918,35,35,https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20451/details,CSE451,3.7359999999999998,3.8,0.35099433507652794,28.46511627906977,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,8.0,2.0,7.0,2.0,7.0,9.0,8.0,16.0,33.0,34.0,55.0,80.0,136.0,184.0,179.0,306.0,14:30,15:20,CSE,No Match,,,,,,,,,,,,,,CSE451,CSE451ASpring2025
1985,Seattle,Spring 2025,CSE    452,Introduction to Distributed Systems,"Covers abstractions and implementation techniques in the construction of distributed systems, including cloud computing, distributed storage systems, and distributed caches.",quiz,AA,4,Th,12:30 PM - 1:20 PM,LOW,102,None,4,,12920,35,35,https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20452/details,CSE452,3.7126271186440674,3.9,0.4962929150911424,46.779661016949156,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,0.0,0.0,6.0,4.0,7.0,5.0,3.0,9.0,10.0,7.0,8.0,7.0,30.0,12.0,23.0,20.0,30.0,43.0,61.0,79.0,136.0,114.0,552.0,12:30,13:20,CSE,No Match,,,,,,,,,,,,,,CSE452,CSE452ASpring2025
1986,Seattle,Spring 2025,CSE    452,Introduction to Distributed Systems,"Covers abstractions and implementation techniques in the construction of distributed systems, including cloud computing, distributed storage systems, and distributed caches.",quiz,AB,4,Th,1:30 PM - 2:20 PM,MOR,234,None,4,,12921,31,31,https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20452/details,CSE452,3.7126271186440674,3.9,0.4962929150911424,46.779661016949156,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,0.0,0.0,6.0,4.0,7.0,5.0,3.0,9.0,10.0,7.0,8.0,7.0,30.0,12.0,23.0,20.0,30.0,43.0,61.0,79.0,136.0,114.0,552.0,13:30,14:20,CSE,No Match,,,,,,,,,,,,,,CSE452,CSE452ASpring2025
1987,Seattle,Spring 2025,CSE    452,Introduction to Distributed Systems,"Covers abstractions and implementation techniques in the construction of distributed systems, including cloud computing, distributed storage systems, and distributed caches.",quiz,AC,4,Th,2:30 PM - 3:20 PM,LOW,101,None,4,,12922,25,26,https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20452/details,CSE452,3.7126271186440674,3.9,0.4962929150911424,46.779661016949156,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,0.0,0.0,6.0,4.0,7.0,5.0,3.0,9.0,10.0,7.0,8.0,7.0,30.0,12.0,23.0,20.0,30.0,43.0,61.0,79.0,136.0,114.0,552.0,14:30,15:20,CSE,No Match,,,,,,,,,,,,,,CSE452,CSE452ASpring2025
1988,Seattle,Spring 2025,CSE    452,Introduction to Distributed Systems,"Covers abstractions and implementation techniques in the construction of distributed systems, including cloud computing, distributed storage systems, and distributed caches.",quiz,AD,4,Th,3:30 PM - 4:20 PM,LOW,102,None,4,,12923,24,30,https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20452/details,CSE452,3.7126271186440674,3.9,0.4962929150911424,46.779661016949156,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,0.0,0.0,6.0,4.0,7.0,5.0,3.0,9.0,10.0,7.0,8.0,7.0,30.0,12.0,23.0,20.0,30.0,43.0,61.0,79.0,136.0,114.0,552.0,15:30,16:20,CSE,No Match,,,,,,,,,,,,,,CSE452,CSE452ASpring2025
1989,Seattle,Spring 2025,CSE    452,Introduction to Distributed Systems,"Covers abstractions and implementation techniques in the construction of distributed systems, including cloud computing, distributed storage systems, and distributed caches.",quiz,AE,4,Th,11:30 AM - 12:20 PM,LOW,201,None,4,,12924,34,34,https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20452/details,CSE452,3.7126271186440674,3.9,0.4962929150911424,46.779661016949156,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,0.0,0.0,6.0,4.0,7.0,5.0,3.0,9.0,10.0,7.0,8.0,7.0,30.0,12.0,23.0,20.0,30.0,43.0,61.0,79.0,136.0,114.0,552.0,11:30,12:20,CSE,No Match,,,,,,,,,,,,,,CSE452,CSE452ASpring2025
1991,Seattle,Spring 2025,CSE    455,Computer Vision                                                                                                         ,"Introduction to image analysis and interpreting the 3D world from image data. Topics may include segmentation, motion estimation, image mosaics, 3D-shape reconstruction, object recognition, and image retrieval.",quiz,AA,4,F,1:30 PM - 2:20 PM,BAG,154,None,4,,21612,103,110,https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20455/details,CSE455,3.9210769230769227,4.0,0.30709869662285383,82.61538461538461,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,0.0,2.0,9.0,3.0,1.0,7.0,12.0,14.0,48.0,537.0,13:30,14:20,CSE,No Match,,,,,,,,,,,,,,CSE455,CSE455ASpring2025
1996,Seattle,Spring 2025,CSE    461,Introduction to Computer-Communication Networks,"Computer network architectures, protocol layers, network programming. Transmission media, encoding systems, switching, multiple access arbitration. Network routing, congestion control, flow control. Transport protocols, real-time, multicast, network security.",quiz,AA,4,Th,1:30 PM - 2:20 PM,LOW,205,None,4,,12928,40,40,https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20461/details,CSE461,3.5742028985507246,3.7,0.40611416185029364,11.304347826086957,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,3.0,3.0,3.0,3.0,4.0,7.0,11.0,17.0,23.0,35.0,45.0,63.0,77.0,89.0,113.0,133.0,143.0,139.0,117.0,13:30,14:20,CSE,No Match,,,,,,,,,,,,,,CSE461,CSE461ASpring2025
1997,Seattle,Spring 2025,CSE    461,Introduction to Computer-Communication Networks,"Computer network architectures, protocol layers, network programming. Transmission media, encoding systems, switching, multiple access arbitration. Network routing, congestion control, flow control. Transport protocols, real-time, multicast, network security.",quiz,AB,4,Th,2:30 PM - 3:20 PM,SAV,132,None,4,,12929,35,35,https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20461/details,CSE461,3.5742028985507246,3.7,0.40611416185029364,11.304347826086957,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,3.0,3.0,3.0,3.0,4.0,7.0,11.0,17.0,23.0,35.0,45.0,63.0,77.0,89.0,113.0,133.0,143.0,139.0,117.0,14:30,15:20,CSE,No Match,,,,,,,,,,,,,,CSE461,CSE461ASpring2025
1999,Seattle,Spring 2025,CSE    462,Wireless Communication,"Fundamentals of wireless communication. Reliable communication over noisy, unreliable channels. Signal to noise ratio, frequency domain analysis, bandwidth, capacity of noisy communication channels, modulation, channel coding, error detection, error correction. Connection between machine learning and communication such as decoding as inference and learning as compression.",quiz,AA,4,F,12:30 PM - 1:20 PM,LOW,201,None,4,,21663,20,40,https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20462/details,CSE462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12:30,13:20,CSE,No Match,,,,,,,,,,,,,,CSE462,CSE462ASpring2025
2011,Seattle,Spring 2025,CSE    478,Autonomous Robotics,"Theory and application of algorithms and probabilistic techniques for autonomous robotics. Covers topics related to state estimation (Bayes filtering, probabilistic motion and sensor models), planning/control (search based planners, lattice based planners, trajectory following techniques), and perception and learning (object detection, learning from demonstrations etc.).",quiz,AA,4,Th,1:30 PM - 2:20 PM,,,None,4,,12939,21,21,https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20478/details,CSE478,3.851572327044025,4.0,0.4614518169429975,67.29559748427673,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,5.0,1.0,0.0,3.0,22.0,14.0,107.0,13:30,14:20,CSE,No Match,,,,,,,,,,,,,,CSE478,CSE478ASpring2025
2012,Seattle,Spring 2025,CSE    478,Autonomous Robotics,"Theory and application of algorithms and probabilistic techniques for autonomous robotics. Covers topics related to state estimation (Bayes filtering, probabilistic motion and sensor models), planning/control (search based planners, lattice based planners, trajectory following techniques), and perception and learning (object detection, learning from demonstrations etc.).",quiz,AB,4,Th,2:30 PM - 3:20 PM,,,None,4,,12940,21,21,https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20478/details,CSE478,3.851572327044025,4.0,0.4614518169429975,67.29559748427673,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,5.0,1.0,0.0,3.0,22.0,14.0,107.0,14:30,15:20,CSE,No Match,,,,,,,,,,,,,,CSE478,CSE478ASpring2025
2022,Seattle,Spring 2025,CSE    484,Computer Security,"Foundations of modern computer security, including software security, operating system security, network security, applied cryptography, human factors, authentication, anonymity, and web security.",quiz,AA,4,Th,1:30 PM - 2:20 PM,CSE2,G01,None,4,,12950,45,45,https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20484/details,CSE484,3.871465461588121,4.0,0.34379003813047015,61.97546804389928,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,5.0,1.0,1.0,3.0,2.0,2.0,6.0,10.0,7.0,19.0,48.0,35.0,70.0,124.0,240.0,960.0,13:30,14:20,CSE,No Match,,,,,,,,,,,,,,CSE484,CSE484ASpring2025
2023,Seattle,Spring 2025,CSE    484,Computer Security,"Foundations of modern computer security, including software security, operating system security, network security, applied cryptography, human factors, authentication, anonymity, and web security.",quiz,AB,4,Th,2:30 PM - 3:20 PM,MUE,155,None,4,,12951,42,42,https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20484/details,CSE484,3.871465461588121,4.0,0.34379003813047015,61.97546804389928,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,5.0,1.0,1.0,3.0,2.0,2.0,6.0,10.0,7.0,19.0,48.0,35.0,70.0,124.0,240.0,960.0,14:30,15:20,CSE,No Match,,,,,,,,,,,,,,CSE484,CSE484ASpring2025
2024,Seattle,Spring 2025,CSE    484,Computer Security,"Foundations of modern computer security, including software security, operating system security, network security, applied cryptography, human factors, authentication, anonymity, and web security.",quiz,AC,4,Th,3:30 PM - 4:20 PM,MUE,155,None,4,,12952,42,42,https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20484/details,CSE484,3.871465461588121,4.0,0.34379003813047015,61.97546804389928,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,5.0,1.0,1.0,3.0,2.0,2.0,6.0,10.0,7.0,19.0,48.0,35.0,70.0,124.0,240.0,960.0,15:30,16:20,CSE,No Match,,,,,,,,,,,,,,CSE484,CSE484ASpring2025
2025,Seattle,Spring 2025,CSE    484,Computer Security,"Foundations of modern computer security, including software security, operating system security, network security, applied cryptography, human factors, authentication, anonymity, and web security.",quiz,AD,4,Th,12:30 PM - 1:20 PM,LOW,201,None,4,,12953,46,46,https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20484/details,CSE484,3.871465461588121,4.0,0.34379003813047015,61.97546804389928,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,5.0,1.0,1.0,3.0,2.0,2.0,6.0,10.0,7.0,19.0,48.0,35.0,70.0,124.0,240.0,960.0,12:30,13:20,CSE,No Match,,,,,,,,,,,,,,CSE484,CSE484ASpring2025
2029,Seattle,Spring 2025,CSE    492,Undergraduate Seminar,Seminars on current topics in computer science and engineering. Topic selection will vary from quarter to quarter.,lecture,P1,1,W,11:30 AM - 12:20 PM,GUG,218,Philip Su,1-2,,21463,61,61,https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20492/details,CSE492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11:30,12:20,CSE,Philip Su,,,,,,Philip Su,,,4.83,4.7,,4.5,4.5,CSE492,CSE492PSpring2025
2033,Seattle,Spring 2025,CSE    493,Advanced Special Topics in Computer Science and Engineering,Advanced topics in computer science and engineering.,quiz,GA,4,F,9:30 AM - 10:20 AM,MGH,241,None,1-5,,21526,70,75,https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20493/details,CSE493,3.7503124999999997,3.9,0.4519401534979493,48.4375,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,4.0,0.0,1.0,1.0,10.0,3.0,5.0,9.0,9.0,15.0,20.0,16.0,33.0,34.0,155.0,09:30,10:20,CSE,No Match,,,,,,,,,,,,,,CSE493,CSE493GSpring2025
2034,Seattle,Spring 2025,CSE    493,Advanced Special Topics in Computer Science and Engineering,Advanced topics in computer science and engineering.,quiz,GB,4,F,12:30 PM - 1:20 PM,ECE,125,None,1-5,,21527,70,70,https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20493/details,CSE493,3.7503124999999997,3.9,0.4519401534979493,48.4375,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,4.0,0.0,1.0,1.0,10.0,3.0,5.0,9.0,9.0,15.0,20.0,16.0,33.0,34.0,155.0,12:30,13:20,CSE,No Match,,,,,,,,,,,,,,CSE493,CSE493GSpring2025
2036,Seattle,Spring 2025,CSE    493,Advanced Special Topics in Computer Science and Engineering,Advanced topics in computer science and engineering.,laboratory,HA,4,F,10:00 AM - 11:20 AM,,,None,1-5,,12963,12,25,https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20493/details,CSE493,3.7503124999999997,3.9,0.4519401534979493,48.4375,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,4.0,0.0,1.0,1.0,10.0,3.0,5.0,9.0,9.0,15.0,20.0,16.0,33.0,34.0,155.0,10:00,11:20,CSE,No Match,,,,,,,,,,,,,,CSE493,CSE493HSpring2025
2037,Seattle,Spring 2025,CSE    493,Advanced Special Topics in Computer Science and Engineering,Advanced topics in computer science and engineering.,laboratory,HB,4,F,11:30 AM - 12:50 PM,,,None,1-5,,12964,3,25,https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20493/details,CSE493,3.7503124999999997,3.9,0.4519401534979493,48.4375,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,4.0,0.0,1.0,1.0,10.0,3.0,5.0,9.0,9.0,15.0,20.0,16.0,33.0,34.0,155.0,11:30,12:50,CSE,No Match,,,,,,,,,,,,,,CSE493,CSE493HSpring2025
2067,Seattle,Spring 2025,CSE    590,Research Seminar,"Several offerings each quarter, on topics of current interest.",seminar,C1,1,T,12:00 PM - 12:50 PM,,,None,1-25,,12995,0,40,https://course-app-api.planning.sis.uw.edu/api/courses/CSE%20590/details,CSE590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12:00,12:50,CSE,No Match,,,,,,,,,,,,,,CSE590,CSE590CSpring2025
2159,Seattle,Spring 2025,DANCE  493,Anatomy for Dance,Anatomy of the musculoskeletal system and its applications in dance movement.,laboratory,AA,5,F,8:30 AM - 10:20 AM,MNY,267,Hannah C. Wiley,3-5,"A&H, NSc",13203,6,15,https://course-app-api.planning.sis.uw.edu/api/courses/DANCE%20493/details,DANCE493,3.7194630872483225,3.9,0.5838633025118115,46.308724832214764,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,3.0,1.0,3.0,7.0,12.0,8.0,15.0,20.0,69.0,08:30,10:20,DANCE,Hannah C Wiley,Hannah Wiley,5.0,1.1,https://www.ratemyprofessors.com/professor/1367339,Dance,Hannah C Wiley,,,4.925,4.92,,4.9066666667,4.9116666667,DANCE493,DANCE493ASpring2025
2183,Seattle,Spring 2025,DIS ST 230,Introduction to Disability Studies,"Introduces the field of disability studies. Focuses on the theoretical questions of how society predominantly understands disability and the social justice consequences. Examines biological, social, cultural, political, and economic determinants in the framing of disability.",quiz,AA,5,Th,9:30 AM - 10:20 AM,,,Emma Gregg,5,"SSc, DIV",13333,8,8,https://course-app-api.planning.sis.uw.edu/api/courses/DIS%20ST%20230/details,DISST230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09:30,10:20,DISST,Emma Gregg,,,,,,Emma Gregg,3.9,4.33,3.9,4.0,4.38,3.75,3.75,DISST230,DISST230ASpring2025
2184,Seattle,Spring 2025,DIS ST 230,Introduction to Disability Studies,"Introduces the field of disability studies. Focuses on the theoretical questions of how society predominantly understands disability and the social justice consequences. Examines biological, social, cultural, political, and economic determinants in the framing of disability.",quiz,AB,5,Th,10:30 AM - 11:20 AM,,,Emma Gregg,5,"SSc, DIV",13334,8,8,https://course-app-api.planning.sis.uw.edu/api/courses/DIS%20ST%20230/details,DISST230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:30,11:20,DISST,Emma Gregg,,,,,,Emma Gregg,3.9,4.33,3.9,4.0,4.38,3.75,3.75,DISST230,DISST230ASpring2025
2185,Seattle,Spring 2025,DIS ST 230,Introduction to Disability Studies,"Introduces the field of disability studies. Focuses on the theoretical questions of how society predominantly understands disability and the social justice consequences. Examines biological, social, cultural, political, and economic determinants in the framing of disability.",quiz,AC,5,Th,11:30 AM - 12:20 PM,,,Caitlin Heermans,5,"SSc, DIV",13335,9,8,https://course-app-api.planning.sis.uw.edu/api/courses/DIS%20ST%20230/details,DISST230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11:30,12:20,DISST,No Match,,,,,,,,,,,,,,DISST230,DISST230ASpring2025
2186,Seattle,Spring 2025,DIS ST 230,Introduction to Disability Studies,"Introduces the field of disability studies. Focuses on the theoretical questions of how society predominantly understands disability and the social justice consequences. Examines biological, social, cultural, political, and economic determinants in the framing of disability.",quiz,AD,5,Th,12:30 PM - 1:20 PM,,,Caitlin Heermans,5,"SSc, DIV",13336,7,8,https://course-app-api.planning.sis.uw.edu/api/courses/DIS%20ST%20230/details,DISST230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12:30,13:20,DISST,No Match,,,,,,,,,,,,,,DISST230,DISST230ASpring2025
2188,Seattle,Spring 2025,DIS ST 337,Social Construction of Madness and Mental Health in the United States,"The construct of ""mental health"" and mental ""un-health"" from a sociological perspective. How categories such as mental illness, intellectual and developmental disability, cognitive impairment, and Mad Studies developed in the United States.",quiz,AA,5,Th,8:30 AM - 9:20 AM,THO,119,None,5,SSc,13338,5,5,https://course-app-api.planning.sis.uw.edu/api/courses/DIS%20ST%20337/details,DISST337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:30,09:20,DISST,No Match,,,,,,,,,,,,,,DISST337,DISST337ASpring2025
2189,Seattle,Spring 2025,DIS ST 337,Social Construction of Madness and Mental Health in the United States,"The construct of ""mental health"" and mental ""un-health"" from a sociological perspective. How categories such as mental illness, intellectual and developmental disability, cognitive impairment, and Mad Studies developed in the United States.",quiz,AB,5,Th,9:30 AM - 10:20 AM,CMU,226,None,5,SSc,13339,5,5,https://course-app-api.planning.sis.uw.edu/api/courses/DIS%20ST%20337/details,DISST337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09:30,10:20,DISST,No Match,,,,,,,,,,,,,,DISST337,DISST337ASpring2025
2206,Seattle,Spring 2025,DRAMA  101,Introduction to the Theatre,"The theatre as an art form with emphasis on the play in production. The role of the various theatre artists: actors, directors, designers, and playwrights. Required attendance at one or more performances. Lecture and discussion groups. For nonmajors.",quiz,AA,5,TTh,9:30 AM - 10:20 AM,FTR,106,None,5,A&H,13349,10,28,https://course-app-api.planning.sis.uw.edu/api/courses/DRAMA%20101/details,DRAMA101,3.679264643009833,4.0,0.7735374109904354,64.85677640017101,63.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,6.0,3.0,1.0,0.0,1.0,3.0,7.0,4.0,3.0,8.0,5.0,9.0,1.0,6.0,8.0,9.0,5.0,5.0,10.0,13.0,11.0,22.0,30.0,41.0,47.0,74.0,64.0,60.0,79.0,104.0,117.0,1517.0,09:30,10:20,DRAMA,No Match,,,,,,,,,,,,,,DRAMA101,DRAMA101ASpring2025
2207,Seattle,Spring 2025,DRAMA  101,Introduction to the Theatre,"The theatre as an art form with emphasis on the play in production. The role of the various theatre artists: actors, directors, designers, and playwrights. Required attendance at one or more performances. Lecture and discussion groups. For nonmajors.",quiz,AB,5,TTh,9:30 AM - 10:20 AM,MEB,250,None,5,A&H,13350,14,28,https://course-app-api.planning.sis.uw.edu/api/courses/DRAMA%20101/details,DRAMA101,3.679264643009833,4.0,0.7735374109904354,64.85677640017101,63.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,6.0,3.0,1.0,0.0,1.0,3.0,7.0,4.0,3.0,8.0,5.0,9.0,1.0,6.0,8.0,9.0,5.0,5.0,10.0,13.0,11.0,22.0,30.0,41.0,47.0,74.0,64.0,60.0,79.0,104.0,117.0,1517.0,09:30,10:20,DRAMA,No Match,,,,,,,,,,,,,,DRAMA101,DRAMA101ASpring2025
